FIPS	37183	37101
2011	4004	552
2012	3945	546
2013	3889	540
2014	3834	534
2015	3780	529
2016	5924	951
2017	5797	934
2018	5676	917
2019	5560	901
2020	5448	886
2021	5155	899
2022	5059	883
2023	4966	868
2024	4877	854
2025	4791	840
2026	4432	821
2027	4361	808
2028	4292	796
2029	4225	784
2030	4160	772
