ID	"(Intercept)"	"devpressure_0_5"	"euc_interchanges_100"	"euc_protect"	"forest_1km_100"	"rdens_1km_100"	"water_dist"
37183	-2.71798182494585	0.0240247444169718	-0.0068036126646676	-0.0040060183839686	-0.0139686598527088	0.0314852199343601	-0.0249893461109668
37101	-2.71798182494585	0.0240247444169718	-0.0068036126646676	-0.0040060183839686	-0.0139686598527088	0.0314852199343601	-0.0249893461109668
